word_decimal	rank	phase
8702611880269	37339	0
8738602443150	37336	0
8742877193355	37334	0
8747189232526	37333	0
8781397683075	37332	0
8962335961459	37331	0
8962871103859	37330	0
8992150994064	37328	0
8992150994065	37326	0
8996442816400	37324	0
8996442816401	37322	0
9000737783440	37321	0
9000737783441	37320	0
9048790870788	37315	0
9049325644548	37310	0
9053620611588	37308	0
9057912433924	37305	0
9059690818564	37295	0
9060870093972	37287	0
9060870466564	37282	0
9060870466704	37280	0
9060870466708	37266	0
9065161916308	37258	0
9065162288900	37253	0
9065162289040	37251	0
9065162289044	37239	0
9069456883348	37238	0
9069457255940	37237	0
9069457256080	37236	0
9069457256084	37235	0
9069992029700	37233	0
9124357684095	37232	0
9124374461310	37231	0
9132897288060	37230	0
9137192255100	37229	0
9151229411742	37228	0
9198259096720	37219	0
9198259096721	37214	0
9198275488916	37211	0
9198275493012	37205	0
9198463569040	37203	0
9202550919056	37194	0
9202550919057	37180	0
9202567311252	37177	0
9202567315348	37171	0
9206845886096	37170	0
9206845886097	37169	0
9206862278292	37168	0
9206862282388	37167	0
9562430763388	37159	0
9562431132028	37157	0
9562431136124	37155	0
9562447528319	37145	0
9562464305534	37142	0
9566722585724	37131	0
9566722954364	37129	0
9566722958460	37127	0
9566739350655	38494	15
9566756127870	38502	0
9572726580492	37122	0
9632101159316	37121	0
9636396126864	37115	0
9640640763147	37112	0
9640640763280	37109	0
9640640763281	37108	0
9640845235600	37104	0
9699640983886	37101	0
9699640984334	37098	0
9699836158332	37096	0
9699836162428	37094	0
9699836531068	37089	0
9699903259006	37086	0
9704127980668	37084	0
9704127984764	37082	0
9704128353404	37073	0
9704195081342	37070	0
9710697170190	37066	0
9733454415262	37065	0
9733458197662	37064	0
9733991285662	37063	0
9733993382302	37062	0
9736507833502	37061	0
9768555630975	37059	0
9768555639164	37057	0
9768555639165	37055	0
9768572416381	37052	0
9768572481917	37049	0
9772847453311	37047	0
9772847461500	37045	0
9772847461501	37043	0
9772864238717	37040	0
9772864304253	37037	0
9778611352845	37031	0
9802123572637	37030	0
9802127343517	37029	0
9802660443037	37028	0
9802662539677	37027	0
9837275111804	37025	0
9838256447892	37024	0
9841566934140	37022	0
9842551415440	37021	0
9846796051856	37018	0
9846796051857	37017	0
10081587397027	38184	12
10091014798464	37014	0
10091014798465	37011	0
10095259434880	38046	0
10095259434881	38001	3
10159199497220	37005	0
10163444133636	36996	0
10219557548965	36995	0
10219591095205	36994	0
10221587545333	36985	0
10221855980965	36984	0
10221868123045	36983	0
10226150947813	36982	0
10226150948261	36981	0
10228181122181	36978	0
10228449557637	36975	0
10232425627557	36961	0
10232425758597	36946	0
10232694194053	36941	0
10233667141029	36910	0
10233667141541	36904	0
10233667141573	36903	0
10237962108325	36902	0
10237962108581	36901	0
10237974250405	36900	0
10238169865731	36897	0
10238230544037	36896	0
10238230544053	36895	0
10238230675077	36894	0
10249888743821	36893	0
10287471720100	36884	0
10287505266340	36883	0
10292686859652	36882	0
10296095304836	36878	0
10296965614598	36874	0
10296965614720	36870	0
10296965614721	36866	0
10297170087040	36864	0
10300339941252	38001	5
10301273649028	38001	4
10301414723456	36862	0
10305568616068	36861	0
10319545561509	36860	0
10320084627909	36859	0
10730790900101	36858	0
10730964964224	36857	0
10735259931264	36851	0
10739347281280	36848	0
10739347281281	36847	0
10739551753600	36846	0
10799414821294	36843	0
10803706643630	36840	0
10809348555694	36839	0
10810266534830	36838	0
10813638719150	36837	0
10823134755982	36833	0
10867818819917	36831	0
10867818820365	36829	0
10868083978669	36826	0
10868084109693	36824	0
10868084109709	36822	0
10868352545165	36808	0
10868353593741	36796	0
10868353594125	36795	0
10868353594240	36794	0
10868353594253	36790	0
10872375801005	36787	0
10872375932029	36785	0
10872375932045	36783	0
10872644367501	36781	0
10872644367757	36779	0
10872648561037	36777	0
10872648561280	36775	0
10872648561293	36773	0
10876939334509	36772	0
10876939334541	36761	0
10876939335053	36752	0
10876940383616	36750	0
10876940383629	36745	0
10877912282029	36732	0
10878120031501	36731	0
10878180717485	36722	0
10878180848525	36715	0
10884455527821	36714	0
10884455528269	36713	0
10888750495117	36712	0
10888754081677	38001	4
10888754688397	36710	0
10891048927117	38001	4
10937073066880	36709	0
10941368033920	36707	0
10945659856256	36706	0
11168213889427	36704	0
11168214135187	36702	0
11170488213907	36701	0
11190620565907	36683	0
11199208403347	36680	0
11234929485828	36679	0
11303598643203	36678	0
11307946033045	36677	0
11308482903445	36676	0
11308494861205	36675	0
11337742171829	36674	0
11337742237365	36673	0
11337759014581	36672	0
11337759014582	36671	0
11337759022771	36670	0
11350657548726	36668	0
11350658597302	36666	0
11350927032758	36665	0
11350927032774	36664	0
11350927163798	36663	0
11351192322550	36661	0
11374098642580	36660	0
11374098888340	36659	0
11377164007060	36658	0
11392182209798	36657	0
11396477176838	36649	0
11396761892500	36640	0
11400768999174	36625	0
11405063966214	36624	0
11405349729940	36621	0
11406418210484	36618	0
11406478491318	36617	0
11406478495414	36616	0
11406479543984	36615	0
11406479543990	36613	0
11419596321173	36612	0
11488220242366	36609	0
11496807031742	36608	0
11543867125427	36607	0
11543883890358	36606	0
11898926514558	36604	0
11899195998990	36603	0
11899465580958	36602	0
11903218336894	36600	0
11903755007134	36599	0
11903755011230	36598	0
11907781739374	36597	0
11908054889374	36580	0
11908054893470	36577	0
11912345237150	36576	0
11915297933134	36575	0
11969122398646	36556	0
11973414220982	36555	0
11977709188022	36554	0
11982005204144	36541	0
11986248791987	36540	0
12036870979998	36539	0
12041160406174	36538	0
12045460288414	36524	0
12049750636190	36523	0
12261402845635	38204	0
12265721575616	36519	0
12265721575617	36516	0
12289125556675	38204	0
12330196411840	36514	0
12334441048068	36513	0
12334441048256	36511	0
12334441048260	36510	0
12334975821828	36508	0
12403110205443	36507	0
12403110205632	36506	0
12403110205633	36505	0
12403110205635	36504	0
12403644979203	36502	0
12407457921477	36501	0
12407457948613	36500	0
12407471711173	36499	0
12407726160373	36498	0
12407994595813	36497	0
12427204376773	36494	0
12427211154373	36493	0
12436387945987	36492	0
12436387946144	36491	0
12436387946145	36490	0
12436387946147	36489	0
12436448755333	36488	0
12436448755365	36487	0
12436448755367	36486	0
12450438660550	36485	0
12450438726086	36484	0
12450455503302	36483	0
12450455503303	36482	0
12450455511492	36481	0
12450455512000	36480	0
12476140841412	36479	0
12476140857028	36478	0
12476140857284	36477	0
12495001120708	36476	0
12495015797188	36474	0
12495125325508	36471	0
12499296088004	36470	0
12503591186084	36469	0
12504572644870	36467	0
12519101919685	36459	0
12519107883461	36458	0
12519174980039	36457	0
12519174984135	36456	0
12519370158581	36443	0
12519638594021	36441	0
12523455274951	36439	0
12523455620295	36421	0
12523455620551	36415	0
12523469951431	36414	0
12523469951680	36413	0
12523469951687	36412	0
12563720631751	36411	0
12563734701511	36404	0
12565182304711	37577	0
12586909983151	36392	0
12595496772527	36391	0
12642573643427	36390	0
12642590408358	36389	0
12656546836933	36388	0
12656563614148	36387	0
12656580379079	36386	0
12660858581696	36384	0
12665155982279	36383	0
12665155986375	36382	0
12665169744839	36381	0
12665169748935	36380	0
12665424221175	36379	0
12665692656615	36378	0
12709716074055	36377	0
13067781730725	36376	0
13076338111904	36364	0
13076338111905	36363	0
13076398928807	36362	0
13084955309987	36361	0
13355998590640	36360	0
13355998590641	36359	0
13364585380016	36357	0
13364585380017	36355	0
13375752294835	36352	0
13375860736435	36351	0
13378631066035	36348	0
13429013030320	36346	0
13433146824884	36345	0
13434484500484	36344	0
13436262885124	36341	0
13440554707460	36339	0
13444849674500	36338	0
13502020139189	36337	0
13502020147379	36336	0
13503153657859	36335	0
13507237722581	36334	0
13507237722613	36333	0
13507506158037	36332	0
13507506158053	36331	0
13509536331957	36330	0
13511740447235	36327	0
13513831299253	36326	0
13513837892533	36322	0
13516035414275	36321	0
13516096242613	36320	0
13531604541187	36316	0
13531665350533	36312	0
13531933589429	36303	0
13535899508227	36302	0
13535960317573	36301	0
13536228556469	36300	0
13536228594613	36299	0
13549272121782	36298	0
13549272129972	36297	0
13549272130480	36296	0
13573155416532	36295	0
13581628043188	38001	7
13581752063668	38001	7
13581752820148	38006	0
13600609628084	38001	6
13604904595124	36294	0
13604904621748	36293	0
13617814098357	36292	0
13650361439671	36291	0
13653570834871	36290	0
13685371011846	36288	0
13686438322648	36285	0
13686438453688	36283	0
13686706889144	36593	0
13687679836632	38373	12
13687679836664	38396	0
13687948272088	36281	0
13687948272104	36279	0
13687948403128	36276	0
13695025112024	36275	0
13695025243064	36274	0
13695293678520	36273	0
13696266626008	36272	0
13696266626040	36271	0
13696535061464	36270	0
13696535061480	36269	0
13696535192504	36268	0
13719721313206	36267	0
13719723409846	36266	0
13722237876406	36265	0
13736263511880	38535	0
13740558478920	36264	0
13754352636343	36262	0
13755427418889	36261	0
13755427419056	36260	0
13758644458679	36258	0
13759722386096	36256	0
13763876082615	36255	0
13765204349879	36254	0
13768309175472	36253	0
13823341601544	36252	0
14469650200544	36250	0
14469650200545	36249	0
14496763249123	36248	0
14497740145123	36247	0
14498275287523	36246	0
14532659128324	36241	0
14533995383012	36240	0
14535695804164	36235	0
14601328285699	36227	0
14602789992169	36226	0
14605944240581	36225	0
14605944306117	36224	0
14607017785829	36223	0
14607017851365	36222	0
14607017851621	36221	0
14607026602981	36220	0
14607084959717	36219	0
14611252009475	36216	0
14611252009696	36214	0
14611252009697	36212	0
14611252009699	36209	0
14611312818917	36206	0
14611312818919	36205	0
14611329596133	36202	0
14611329596134	36201	0
14611329604323	36200	0
14619902491365	36199	0
14634733585381	36198	0
14648656806294	37214	1
14648925045190	36191	0
14674627226052	36184	0
14675695748836	36181	0
14675695749092	36178	0
14675696773604	36170	0
14675805489120	36168	0
14680049072870	36167	0
14680049076966	36166	0
14680050125536	36164	0
14680050125542	36162	0
14684283562980	36159	0
14684283586276	36147	0
14688578530020	36144	0
14702647756516	36143	0
14703881471716	36142	0
14717325963669	36137	0
14717588238789	36136	0
14717588304325	36135	0
14718661849573	36133	0
14723049092329	36131	0
14748718234339	36130	0
14748718234341	36128	0
14784803930886	36126	0
14787459899880	36123	0
14787459965416	36120	0
14787476742632	36118	0
14787476742633	36116	0
14787476750822	36115	0
14791768573158	36114	0
14796046689256	36113	0
14796046754792	36112	0
14796063532008	36111	0
14796063532009	36110	0
14796063540198	36109	0
14796064589280	36107	0
14840623825894	36106	0
14840625922534	36105	0
14841882097894	36104	0
14856196219369	36102	0
14856196223465	36100	0
14856197272041	36097	0
14856197272329	36096	0
14856197272544	36095	0
14856197272553	36093	0
14860487673065	36092	0
14860488045801	36091	0
14860492239337	36089	0
14860492239584	36088	0
14860492239593	36087	0
14864715912167	36086	0
14864725677031	36085	0
14864783008745	36084	0
14864783012841	36083	0
14869077964521	36082	0
14869077964777	36081	0
14869077980137	36080	0
14869077980393	36079	0
14869079028960	36078	0
14869079028969	36077	0
14869080076777	36075	0
14908805990377	36074	0
14908809922537	36073	0
14908810621417	36072	0
14929157184232	36070	0
14937747110632	36069	0
14993537667557	36068	0
14993584853478	36067	0
14993601618409	36056	0
14997876675814	36055	0
14997893068009	36054	0
14997893072105	36053	0
15002094048736	36050	0
15002094048737	36049	0
15002154865639	36048	0
15002171642854	36047	0
15002188407785	36046	0
15006467658976	36045	0
15559671382483	36044	0
15563983108304	36032	0
15563983108305	36031	0
15568261308883	36029	0
15583390171603	36026	0
15584366883283	36023	0
15632167806980	36021	0
15632701716692	36020	0
15632702580740	36019	0
15632702580944	36017	0
15632702580948	36016	0
15700836964355	36014	0
15701371738115	36013	0
15701371738320	36012	0
15701371738321	36011	0
15701371738323	36010	0
15701479732954	36009	0
15705455802869	36008	0
15705455933893	36007	0
15705455933909	36006	0
15705724369365	36005	0
15705724369621	36004	0
15705732936661	35996	0
15708492478709	35977	0
15708492609749	35974	0
15709958527491	35971	0
15709958527696	35969	0
15709958527697	35967	0
15709958527699	35964	0
15710019336917	35961	0
15710019336919	35960	0
15710036114133	35957	0
15710036114134	35956	0
15710036122323	35955	0
15721360323541	35943	0
15722038123267	35940	0
15722098932613	35937	0
15748165484950	35935	0
15748700258774	35933	0
15748700258776	35932	0
15774386178000	35930	0
15774386178001	35928	0
15774402082516	35925	0
15774402082772	35922	0
15778755590870	35921	0
15778755594966	35920	0
15778756643536	35918	0
15778756643542	35916	0
15780651297780	35897	0
15781636032774	35894	0
15785927855110	35892	0
15789274494676	35891	0
15790222822150	35890	0
15790508209876	35886	0
15816834642325	35884	0
15817099801077	35883	0
15817099932101	35882	0
15817099932117	35881	0
15817368367573	35879	0
15817369416149	35878	0
15817369420245	35877	0
15821721760983	35874	0
15821721761239	35871	0
15821738833114	35869	0
15847424752339	35868	0
15847424752341	35866	0
15857960854999	35865	0
15886088888792	35864	0
15886088896981	35863	0
15886088896982	35860	0
15886105674196	38045	0
15886105674198	38042	0
15886166483384	35857	0
15886166483416	38124	0
15886166483418	38122	0
15890390907094	35856	0
15890400641494	35855	0
15890400641744	35853	0
15890400641750	35852	0
15894645278160	35849	0
15894645278161	35848	0
15894753272760	35847	0
15894753272792	35846	0
15894753272794	35845	0
15922402126920	35844	0
15927250748374	35843	0
15927252845014	35842	0
15953308783095	35840	0
15953308914135	35838	0
15957600605431	35836	0
15957600736471	35834	0
15963422127063	35833	0
15963422430135	35832	0
15963422430167	35831	0
15991071284295	35830	0
15995432728537	35829	0
15995436660697	35828	0
15995437543897	35827	0
16027863702232	35825	0
16030744159496	35821	0
16031873336314	38372	0
16031873467354	38367	0
16032141902810	35816	0
16036453628632	35815	0
16038399673850	35814	0
16038399804890	35813	0
16064101874392	35812	0
16092244185557	35811	0
16092291371478	35810	0
16092308136409	35800	0
16096583193814	35799	0
16096599405785	35798	0
16100800566539	35797	0
16100800566736	35794	0
16100800566737	35793	0
16100861383639	35792	0
16100878160854	35791	0
16100894925785	35790	0
16105174176976	35789	0
16107068962265	35788	0
16159433802106	35786	0
16163725624442	35784	0
16168714749194	35783	0
16732214142980	35782	0
16743334291716	35781	0
16800883300355	35780	0
16804967496133	35779	0
16805504170469	35778	0
16809470089731	35775	0
16874183158244	35774	0
16882769947620	35771	0
16885439417350	35769	0
16916611494341	35768	0
16985678045624	35765	0
16985946284520	35762	0
16994264835000	35761	0
16994533073896	35760	0
17021913689160	35759	0
17062933992375	35758	0
17063212061671	35757	0
17090582846535	35756	0
17121826218760	35755	0
17190010917195	35754	0
17190010917643	35753	0
17190276206971	35751	0
17194568029307	35749	0
17200312128779	35748	0
22522422848760	35747	0
22539065847480	35746	0
22589095517278	35745	0
22593307360601	35744	0
22593322106201	35743	0
22595722509657	35742	0
22598759185497	35738	0
22601896546137	35737	0
22601913311068	35736	0
22601930088283	35735	0
22606192066137	35734	0
22606208278108	35733	0
22637682964570	35732	0
22637682983514	35731	0
22637685080154	35728	0
22638689597530	35727	0
22638689616474	35726	0
22638691713114	35723	0
22662378529496	35722	0
22662380626136	35719	0
22664391667032	35718	0
22664391795416	35717	0
22664391795432	35716	0
22664391798072	35715	0
22664393892056	35713	0
22664393892072	35708	0
22666337843290	35707	0
22666353326170	35702	0
22666673496776	35699	0
22666675593416	35691	0
22670649569112	35685	0
22670918004568	35679	0
22670918132472	35676	0
22670918135608	35669	0
22670920229112	35641	0
22674927769690	35640	0
22675213099752	35639	0
22675215196392	35626	0
22706822003545	35625	0
22706836749145	35624	0
22707358743385	35623	0
22707371522905	35622	0
22707371553369	35621	0
22707371683929	35620	0
22707371749465	35619	0
22711720187627	35618	0
22739369041755	35617	0
22739369041787	35616	0
22739369344859	35615	0
22745190735451	35614	0
22745190863595	35613	0
22745190866491	35612	0
22745192960235	35610	0
22775540723548	35604	0
22775541506652	35596	0
22775543603292	35570	0
22775556252252	35565	0
22775556382812	35559	0
22775556448348	35548	0
22780389345002	35547	0
22808038199128	35546	0
22808038199130	35545	0
22808038199162	35544	0
22812400564828	35543	0
22812408429148	35542	0
22812408455772	35541	0
22812408586332	35540	0
22812408651868	35539	0
22812668830348	35538	0
22812670926988	35530	0
22843572344923	35529	0
22843580535387	35527	0
22843580665947	35523	0
22843580731483	35521	0
22844830616923	35520	0
22847867312219	35519	0
22855366719581	35518	0
22855366719583	35517	0
22855383496797	35516	0
22855383496798	35515	0
22855383504987	35514	0
22881052638808	35513	0
22881069710683	35512	0
22881069710939	35511	0
22881069748827	35510	0
22881071845467	35494	0
22881337987723	35493	0
22881340084363	38494	6
22912023381934	35489	0
22912299973726	35485	0
22913516977246	35481	0
22922140172926	35479	0
22922140174142	35475	0
22922142269566	35472	0
22924035876956	35471	0
22924035881052	35470	0
22924036618332	35469	0
22924102973534	35468	0
22924102977630	35467	0
22926384808622	35465	0
22926386905262	35459	0
22928397944926	35458	0
22928397945182	35457	0
22928406100830	35454	0
22928406101086	35451	0
22928406135390	35449	0
22928406265950	35442	0
22928406331486	35440	0
22928666380638	35439	0
22928666380654	35438	0
22928666509966	35437	0
22928666509982	35436	0
22928666511678	35435	0
22928668606606	35425	0
22928668606622	35422	0
22930679775902	35421	0
22930681872542	35419	0
22980692539309	35415	0
22981431148381	35408	0
22981431194205	35405	0
22981433290845	35393	0
22992755349599	35382	0
22992755357788	35381	0
22992755357789	35377	0
22992772135003	35376	0
22992772135005	35372	0
22994298862173	35368	0
22994298991277	35366	0
22994298993213	35362	0
22994301087917	35354	0
22997067102301	35353	0
22997067102557	35352	0
22997075246941	35347	0
22997075292765	35345	0
22997075423325	35338	0
22997075488861	35336	0
22997335538013	35335	0
22997335538029	35334	0
22997335667341	35333	0
22997335667357	35332	0
22997335669053	35331	0
22997337763981	35321	0
22997337763997	35318	0
23001311738968	35317	0
23061474830428	35316	0
23061491607643	35315	0
23061508372574	35314	0
23070098602590	35313	0
23070106466910	35312	0
23655288369845	35311	0
23655321793205	35310	0
23655590228645	35309	0
23655858213566	35306	0
23655858467541	35305	0
23656043340489	35304	0
23656043344581	35303	0
23656043344585	35297	0
23656058086089	35296	0
23656058090181	35295	0
23656058090185	35291	0
23656311579385	35290	0
23656311583477	35289	0
23656311583481	35283	0
23656327975676	35278	0
23656579646185	35273	0
23656580014825	35272	0
23656580018917	35271	0
23656580018921	35269	0
23656613188331	35266	0
23656613442277	35265	0
23695234200281	35264	0
23695234200297	35263	0
23698270876361	35261	0
23723183755882	35257	0
23723200520813	35253	0
23723202552428	35248	0
23723247706734	35245	0
23724309709418	35242	0
23725316342378	35239	0
23761873314415	35238	0
23761890091630	35237	0
23761890091736	35236	0
23766117970538	35235	0
23766185059016	35232	0
23770429694712	35227	0
23774707896938	35226	0
23774724661869	35225	0
23774724661992	35224	0
23774741439084	35223	0
23791922033257	35221	0
23791922033285	35220	0
23792189879033	35214	0
23792190468713	35212	0
23792223433433	35209	0
23793179751129	35204	0
23793180304089	35203	0
23793304113877	35202	0
23793448739529	35201	0
23793448741705	35196	0
23793463485129	35195	0
23793463487273	35194	0
23793463487305	35189	0
23793716605657	35184	0
23793716605689	35179	0
23793716978425	35178	0
23793985041113	35176	0
23793985041129	35174	0
23793985045225	35172	0
23793985413865	35171	0
23793985481545	35170	0
23793998261033	35169	0
23793998261065	35164	0
23793998279273	35161	0
23793998671945	35152	0
23794052141803	35149	0
23794059088613	35148	0
23794059088619	35144	0
23810476905067	35142	0
23810476905069	35141	0
23810476905070	35140	0
23811231879787	35139	0
23811231879789	35138	0
23811231879790	35137	0
23811231879915	35135	0
23834904539753	35133	0
23835172975209	35131	0
23843460919913	35129	0
23843729355369	35127	0
23860641133164	35117	0
23860641505900	35114	0
23860641505925	35113	0
23860641505932	35110	0
23860657898095	35100	0
23860674675310	35096	0
23860674929285	35095	0
23860909372060	35089	0
23860909374028	35083	0
23860926136991	35077	0
23860942914206	35074	0
23861177807500	35068	0
23861178360460	35067	0
23861194572431	35061	0
23861211349646	35058	0
23862167642876	35056	0
23862167646028	35054	0
23862168232556	35048	0
23862182978156	35044	0
23862183370828	35039	0
23862436078332	35037	0
23862704521961	35035	0
23862704521962	35033	0
23862721299178	35030	0
23862721364714	35027	0
23879366951018	35026	0
23879366951020	35020	0
23879901037162	35019	0
23879901037166	35017	0
23879901037290	35015	0
23879903690858	35014	0
23912180392556	35013	0
23912180392588	35012	0
23912182792300	35011	0
23929325408873	35009	0
23929325408875	35006	0
23929325408901	35005	0
23929325408907	35002	0
23929386218093	38204	9
23929386218095	38205	0
23929394221701	35001	0
23929402995309	34998	0
23929402995310	34995	0
23929403003499	34991	0
23929645609629	34986	0
23929645609631	34981	0
23929662386845	34978	0
23929662386846	34975	0
23929930830475	34973	0
23929937777317	34972	0
23930199265931	34970	0
23930199267403	34968	0
23930199396971	34962	0
23931155559161	34959	0
23931423994601	34957	0
23947379004009	34956	0
23947379004011	34954	0
23947379004043	34952	0
23948352074349	38204	10
23948352074351	38267	0
23948620509805	34950	0
23948620509806	34948	0
23980849549929	34947	0
23980849549931	34946	0
23980849549963	34945	0
23998030135913	34940	0
23998030135941	34939	0
23998046528108	34933	0
23998046532204	34927	0
23998113628782	34921	0
