word_decimal	rank	phase
295180227327701108	29444	0
295180227327701116	29443	0
295180227327701204	29442	0
295180227327704180	29441	0
295182013563952148	74434	0
295182013563952404	74431	0
295182013564735700	74387	1
295182013568146452	70270	0
295182013568146456	70269	0
295182013568146457	29440	0
295182013568146458	70268	0
295182013568146580	70266	0
295182016148427380	68389	0
295182016214742556	74425	0
295182016214749820	74421	0
295182016215536240	74408	0
295182022153886228	60886	0
295182022153886236	60885	0
295182022153886237	29439	0
295182022153886420	60883	0
295182022158080532	73665	0
295182022158080536	73664	0
295182022158733460	73650	1
295182026448853524	29438	0
295182026448853532	29437	0
295182026448853533	29436	0
295182136471730716	75061	0
295182136471761564	75057	0
295182159597034004	75440	0
295182159597034008	75428	0
295182159597042196	75415	0
295182159597042200	75401	0
295182160033626740	29435	0
295182425880812564	103831	0
295182425880820756	92898	1
295182426317405300	29434	0
295186557543012980	29433	0
295186557543021144	29432	0
295186558079892024	29431	0
295186558113299060	29430	0
295186823826791540	29429	0
295186824397077620	29428	0
295197406726872340	29427	0
295197407197343860	29426	0
295197411021839636	29425	0
295197411022888212	29424	0
295197411492311156	29423	0
295197411493359732	29422	0
295197419611773460	29421	0
295197419611773469	29420	0
295197419611773716	29419	0
295197419611773725	29418	0
295197419612822292	29417	0
295197419612822301	29416	0
295199605749996820	29415	0
295199610044964116	29414	0
295199610046012692	29413	0
295199618634897940	29412	0
295199618634897949	29411	0
295199618634898196	29410	0
295199618634898205	29409	0
295199618635946772	29408	0
295199618635946781	29407	0
295214998912913588	39316	0
295214998912916500	39313	0
295214998912946356	39310	0
295214998913568946	39307	0
295214998913568948	39306	0
295214998915010708	41143	0
295214998915013652	41140	0
295214998915013656	41139	0
295214998915013780	41137	0
295214998915043476	41134	0
295214999383322740	40349	0
295214999383322804	40347	0
295214999383322806	40346	0
295215007502848180	100948	0
295215007502850580	100932	0
295215007502850588	100931	0
295215007504945300	92898	1
295215007504947732	99591	0
295215007504947736	92898	1
295215007565779068	100924	0
295215007565780504	100909	0
295215007565780508	100908	0
295215119234936956	100898	0
295215119234945148	100891	0
295215119237034076	100884	0
295215119237042268	100877	0
295215121248825466	92898	1
295215121250922586	95717	0
295215121250922644	95697	0
295215121283862684	100855	0
295215121284477074	92898	1
295215144943898772	80757	0
295215144943901204	80744	0
295215144943901208	80735	0
295215144943906964	80723	0
295215144943909396	80712	0
295215144943909400	80702	0
295215145413914740	84398	0
295215145413914772	84390	0
295215145413917300	84366	1
295215256673882236	99556	0
295215256673885208	99515	0
295215256673898620	99506	0
295215256674291826	99501	0
295215256674291836	99452	0
295215256675979356	99446	0
295215256675982356	99402	0
295215256675995740	92898	1
295217197936040980	74442	0
295217197936824500	74436	1
295217197938138132	70263	0
295217197938138136	70262	0
295217197938138260	70260	0
295217206525975060	87354	0
295217206525975068	87353	0
295217206528072212	104721	0
295217206528072216	92898	1
295217206588904984	93031	0
295217206588904988	93029	0
295217320306987676	92898	1
295217343967025684	104641	0
295217343967025688	92898	1
295217343967033876	104615	0
295217343967033880	92898	1
295217344403618420	64448	0
295217455529777788	67976	0
295217455697009688	93015	0
295217455697547388	92995	0
295217455699106836	92985	0
295221741913004660	29406	0
295221741913012824	29405	0
295221742449883704	29404	0
295221742483290740	29403	0
295226002514286264	29402	0
295355740814725236	38410	0
295355740814725252	38408	0
295355809534201972	38405	0
295355809534201988	38403	0
295355809534206084	38400	0
295355925495201956	38393	0
295355925496250532	38390	0
295355927727255716	29401	0
295355927728304292	29400	0
295355929791217828	38385	0
295355932023271588	29399	0
295356062900595988	40056	0
295356062901644564	40052	0
295356067196611860	40046	0
295358261923720468	66973	0
295358261924769044	66970	0
295358266219736340	66967	0
295370034247785844	29398	0
295370034247785860	29397	0
295370102967262580	29396	0
295370102967262596	29395	0
295370102967266692	29394	0
295373401720246404	38379	0
295373401720250500	38376	0
295373401720250501	38375	0
295373521977262244	38370	0
295373521977262245	38369	0
295373524209316004	29393	0
295373524209316005	29392	0
295373659382656276	40032	0
295373659382656277	40031	0
295375858405780756	66964	0
295375858405780757	66963	0
295387695153307012	29391	0
295387695153311108	29390	0
295387695153311109	29389	0
295478885999598868	29388	0
295478886470070388	29387	0
295478886470070404	29386	0
295478894589532948	29385	0
295478894589532957	29384	0
295478954719075604	29383	0
295478954735852820	29382	0
295478954735856916	29381	0
295478954735856917	29380	0
295478955189547124	29379	0
295478955189547140	29378	0
295478955457982596	29377	0
295478955457982597	29376	0
295478963309009684	29375	0
295478963309009693	29374	0
295478963325786900	29373	0
295478963325786909	29372	0
295478963325790996	29371	0
295478963325790997	29370	0
295478963325791005	29369	0
295481085022723348	29368	0
295481093612657428	29367	0
295481093612657437	29366	0
295481153742200084	29365	0
295481153758977300	29364	0
295481153758981396	29363	0
295481153758981397	29362	0
295481162332134164	29361	0
295481162332134173	29360	0
295481162348911380	29359	0
295481162348911389	29358	0
295481162348915476	29357	0
295481162348915477	29356	0
295481162348915485	29355	0
295602036168364244	38465	0
295602036168364246	38464	0
295602036170461364	38458	0
295602036170461366	38457	0
295602036170961074	38452	0
295602036170961076	38451	0
295602036170961078	38450	0
295602149978715162	92898	1
295602149978715164	92898	1
295602149979336882	100628	0
295602173607309524	29354	0
295602173607309526	29353	0
295602173607555282	29352	0
295602173607555284	29351	0
295602173609406644	29350	0
295602173609406646	29349	0
295602173609652402	29348	0
295602173609652404	29347	0
295602287417660442	92898	1
295602287417660444	92898	1
295602293929332884	29346	0
295602293931430004	29345	0
295602293931651186	29344	0
295602293931651188	29343	0
295602293931692146	29342	0
295602293931692148	29341	0
295602293931692660	29340	0
295602293948428402	29339	0
295602293948428404	29338	0
295602295978217652	76164	0
295602362667905138	29337	0
295602362667905140	29336	0
295602431368278164	84911	0
295602431368769682	84906	0
295602431368769684	84905	0
295602431370375284	84899	0
295602431370604658	84893	0
295602431370604660	84880	0
295602431370637426	84876	0
295602431370637428	84874	0
295602431370637940	84870	0
295608770676945620	60876	0
295608770677076180	60873	0
295608770679042740	65186	0
295608770679173300	65183	0
295608891001066100	60870	0
295608891001196660	60867	0
295609028432244852	102395	0
295609028432244884	102391	0
295609028440011380	102384	0
295609028440141940	102379	0
295611083376465018	29335	0
295611083376465020	29334	0
295615343984030842	29333	0
295615343986128986	29332	0
295615344118117402	92898	1
295615344118248458	29331	0
295615344118248474	92898	1
295637220003565780	41131	0
295637220003565782	41130	0
295637220003582164	41127	0
295637220003582166	41126	0
295637220003583508	41123	0
295637220003583700	41121	0
295637220005662900	41118	0
295637220005662902	41117	0
295637220005679284	41114	0
295637220005679286	41113	0
295637220005680660	41110	0
295637220005680666	41109	0
295637220005680820	41107	0
295637220006187186	41104	0
295637220006187188	41103	0
295637220006187190	41102	0
295637224298550804	41097	0
295637224299599380	41092	0
295637331735654548	39284	0
295637331735656468	39281	0
295637331735656474	39280	0
295637331735662740	39277	0
295637331735664660	39274	0
295637331735664666	39273	0
295637331752431764	39270	0
295637331752433684	39267	0
295637331752433690	39266	0
295637331752435860	39263	0
295637331752437780	39260	0
295637331752437786	39259	0
295637331752437787	38358	0
295637334252859540	69503	0
295637334252859572	69498	0
295637334252861620	69489	0
295637357442519252	42861	0
295637357442519254	42860	0
295637357442523348	42857	0
295637357442527444	42854	0
295637357442527446	42853	0
295637357444616372	42850	0
295637357444616374	42849	0
295637357444620468	42846	0
295637357444624564	42843	0
295637357444624566	42842	0
295637358415851668	92898	1
295637358415851732	98055	0
295637358415851736	98051	0
295637358417948820	98675	0
295637358417948852	98648	0
295637358417948856	92898	1
295637362710818964	71072	0
295637362711867540	71004	0
295637469113782452	42833	0
295637469113782454	42832	0
295637469113785364	42829	0
295637469113785366	42828	0
295637469113785370	42827	0
295637469174616212	64150	0
295637469174618132	64147	0
295637469174618138	64146	0
295637469176713332	64136	0
295637469176715284	64133	0
295637469176715286	64132	0
295637477764518036	64120	0
295637477764550804	64116	0
295637477764552212	64113	0
295637477764552218	64112	0
295637477764552340	64110	0
295637477766615156	64104	0
295637477766647924	64100	0
295637477766649364	64097	0
295637477766910066	64092	0
295637477766910068	64087	0
295637477781295252	41072	0
295637477783392372	42812	0
295637480283451508	98629	0
295637480283451516	98625	0
295637480283451572	92898	1
295637546500771988	41068	0
295637546502869108	42809	0
295637606550638804	42806	0
295637606550638806	42805	0
295637606550641684	42802	0
295637606550641686	42801	0
295637606613561492	60053	0
295637606613563412	60050	0
295637606613563418	60049	0
295637606615658612	60038	0
295637606615660564	60035	0
295637606615660566	60034	0
295637615203471508	60025	0
295637615203496084	60021	0
295637615203497492	60018	0
295637615203497498	60017	0
295637615203497620	60015	0
295637615203995794	60010	0
295637615203995796	60009	0
295637615205568628	60003	0
295637615205593204	59999	0
295637615205594644	59996	0
295637615205855346	59991	0
295637615205855348	59989	0
295639418895227060	68841	0
295639418895227062	68778	0
295639419026707988	70255	0
295639419026708180	70253	0
295639419028805140	70248	0
295639419028805146	70244	0
295639419028805300	70242	0
295639419029442740	70234	0
295639419029442742	70223	0
295639423321675284	70220	0
295639423322723860	70217	0
295639530758780948	65174	0
295639530758780954	65170	0
295639530758789140	65165	0
295639530758789146	65161	0
295639530775558164	65158	0
295639530775558170	65154	0
295639530775562260	65151	0
295639530775562266	65147	0
295639530775562267	63080	0
295639533242562740	73628	0
295639668136909844	75391	0
295639668136909846	75389	0
295639668136909850	75382	0
295639668197742612	84302	0
295639668197742618	84301	0
295639668199839764	84292	0
295639668199839766	84291	0
295639676787676692	84279	0
295639676787676698	84278	0
295639676787676820	84276	0
295639676789773844	84269	0
295639676790165620	84242	0
295639805573766164	75375	0
295639805573766166	75373	0
295639805636687892	83821	0
295639805636687898	83820	0
295639805638785044	83810	0
295639805638785046	83809	0
295639814025927828	68771	0
295639814226621972	83799	0
295639814226621978	83798	0
295639814226622100	83796	0
295639814227251348	83791	0
295639814228719124	84258	0
295639814229110900	84252	0
295646265072589940	29330	0
295646265072589946	29329	0
295646402509446260	29328	0
295650525673863380	29327	0
295650525673863386	29326	0
295650525673871540	29325	0
295650528358217786	29324	0
295650528391608500	29323	0
295650528488109078	95199	0
295650528488109082	95164	0
295672516105648154	92898	1
295672516105656346	92898	1
295672516122425370	100116	0
295672516122429466	100106	0
295672516122429467	38349	0
295672518622851256	29322	0
295672542251069588	29321	0
295672542251069652	29320	0
295672542251069656	29319	0
295672542251071700	29318	0
295672542253166740	29317	0
295672542253166772	29316	0
295672542253166776	29315	0
295672542253168820	29314	0
295672546546036884	29313	0
295672546547085460	29312	0
295672653544609818	92898	1
295672653545001106	96585	0
295672653548804116	90582	0
295672653548804117	90581	0
295672653548804118	90580	0
295672656061542556	91986	0
295672662134543896	90564	0
295672662134543897	90563	0
295672662134543898	90562	0
295672662138738196	90551	0
295672662138998866	90546	0
295672662508056756	29311	0
295672662508056772	29310	0
295672662508056788	29309	0
295672662508097716	29308	0
295672662512251028	98561	0
295672662512251060	98557	0
295672662512251064	92898	1
295672662512254100	92898	1
295672662675607606	37246	0
295672664655540316	29307	0
295672664655540404	29306	0
295672664688840886	90538	0
295672664689094834	90528	0
295672731227533492	29305	0
295672731227533508	29304	0
295672731227533524	29303	0
295672790983555098	90200	0
295672790983946386	90195	0
295672790987749396	90186	0
295672790987749397	90185	0
295672790987749398	90184	0
295672799573489176	90172	0
295672799573489177	90171	0
295672799573489178	90170	0
295672799577683476	90158	0
295672799577944146	90153	0
295672799947010228	29302	0
295672799947010244	29301	0
295672799947010260	29300	0
295672799947043028	29299	0
295672799949107348	84348	0
295672799949107412	84333	0
295672799949107416	84314	0
295672799949110420	84311	1
295672800114552886	39240	0
295674715128772634	92898	1
295674715128780826	92898	1
295674715145549850	100326	0
295674715145553946	100317	0
295674715145553947	63071	0
295674717685168150	86891	0
295674741240772820	29298	0
295674741242869940	29297	0
295674852567734298	90684	0
295674852571928596	90674	0
295674852571928597	90673	0
295674852571928598	90672	0
295674855122024470	90663	0
295674855122024476	90662	0
295674855122024630	90660	0
295674861157668376	90651	0
295674861157668377	90650	0
295674861157668378	90649	0
295674861161862676	90641	0
295674861497799348	29296	0
295674861501955220	98837	0
295674863711958556	90629	0
295674863711965878	90624	0
295674990006679578	92898	1
295674990010873876	96459	0
295674990010873877	96458	0
295674990010873878	96457	0
295674998596613656	96450	0
295674998596613657	96449	0
295674998596613658	92898	1
295674998600807956	96445	0
295674998936744660	29295	0
295674998938811540	64372	0
295685710043855066	29294	0
295685712728209466	29293	0
295777957456269492	100477	0
295777957456271380	100465	0
295777957456271388	100464	0
295777957456271540	100457	0
295777957458366612	92898	1
295777957458368532	96557	0
295777957485647386	100441	0
295777957485647387	96550	0
295777957485647388	100440	0
295777957491938836	96535	0
295777958028808246	92898	1
295778026177843348	29292	0
295778094897320084	42778	0
295778094897322004	42775	0
295778094897328276	42772	0
295778095367336052	29291	0
295778095367336068	29290	0
295778095367336084	29289	0
295778095467753526	42763	0
295778095904206936	29288	0
295778095904206996	29287	0
295778095937507478	42759	0
295778095937761426	42756	0
295778206593752090	96515	0
295778215154307252	42747	0
295778215154310164	42744	0
295778215154340020	42741	0
295778215624323188	29286	0
295778215624323196	29285	0
295778215624323252	29284	0
295778215624326260	29283	0
295778215624364148	29282	0
295778215624364156	29281	0
295778215624364212	29280	0
295780156479395860	100297	0
295780156479395868	100291	0
295780156479396020	100285	0
295780156481493012	70176	0
295780156508771866	100270	0
295780156508771867	70172	0
295780156508771868	100268	0
295780156515063316	70165	0
295780293920446484	75357	0
295780294960632470	75323	0
295780405616876570	75306	0
295780414177434644	75292	0
295780414614027380	29279	0
295780414614065780	29278	0
295780414614065788	29277	0
295780414614065844	29276	0
295784812123413620	29275	0
295784812123444916	29274	0
295784812693699700	29273	0
295787002552556666	29272	0
295883837644615794	29271	0
295883837644615796	29270	0
295883837645664370	29269	0
295883837645664372	29268	0
295883841940631666	29267	0
295883841940631668	29266	0
295883841940631682	29265	0
295883841940631684	29264	0
295883841940697218	29263	0
295883841940697220	29262	0
295883842209132674	29261	0
295883842209132676	29260	0
295883842209132677	29259	0
295918699276310036	41025	0
295918699276314132	41021	0
295918699293091348	40015	0
295918768012568084	40009	0
295918768012568340	40006	0
295918806729146516	38346	0
295918806729146532	38344	0
295918806729148436	38341	0
295918806729148442	38340	0
295918806729148443	38339	0
295918837688578196	70872	0
295918837688578212	70857	0
295918875448623252	38336	0
295918875448623268	38334	0
295918875448625172	38331	0
295918875448625179	38330	0
295918875448625428	38327	0
295918875448625435	38326	0
295918875449671844	38323	0
295918875449674004	38320	0
295918875449674011	38319	0
295918879744639140	38316	0
295918879744641300	38313	0
295918879744641307	38312	0
295918906408054932	70837	0
295918906408054948	70814	0
295918906676490404	70790	0
295918906676555940	67441	0
295919021477482644	41016	0
295919021477482660	41014	0
295919021479579764	42728	0
295919021480628340	42725	0
295919025772449956	39996	0
295919025773498532	39993	0
295919025773502628	39990	0
295919025775595636	42722	0
295919025775595652	42720	0
295919025775599748	42717	0
295920898299434516	70159	0
295920898299438612	70156	0
295920898316215828	66956	0
295920967035692564	66953	0
295920967035692820	66950	0
295921005752272916	63068	0
295921005752272922	63064	0
295921005752272923	63060	0
295921074471749652	63057	0
295921074471749659	63053	0
295921074471749908	63050	0
295921074471749915	63046	0
295921074472798484	63043	0
295921074472798491	63039	0
295921078767765780	63036	0
295921078767765787	63030	0
295936360198612756	39984	0
295936360198612757	39983	0
295936471930683556	38309	0
295936471930683557	38308	0
295936471930685716	38305	0
295936471930685717	38304	0
295936471930685723	38303	0
295936498862600356	67373	0
295936498862600357	67360	0
295936617959542948	39979	0
295936617959547044	39976	0
295936617959547045	39975	0
295936617961640068	41737	0
295936617961644164	41734	0
295936617961644165	41733	0
295938559221737236	66947	0
295938559221737237	66946	0
295938670953810196	63027	0
295938670953810197	63026	0
295938670953810203	63020	0
295953991099140122	38297	0
295953991099140123	38296	0
295954021523796116	29258	0
295954021523796132	29257	0
295954059818616859	38290	0
295954059818617115	38287	0
295954090243272852	29256	0
295954090243272868	29255	0
295954206204244164	29254	0
295954206204244180	29253	0
295954206205292740	29252	0
295954206205292756	29251	0
295954210500260036	29250	0
295954210500260052	29249	0
295954274923720900	29248	0
295954274923720916	29247	0
295954274924769476	29246	0
295954274924769492	29245	0
295954279219736772	29244	0
295954279219736788	29243	0
295956190122264602	63013	0
295956190122264603	63008	0
295956258841741339	63001	0
295956258841741595	62991	0
295971652004661531	38282	0
295971656299628827	38277	0
295971656300677403	38272	0
295971682429317284	29242	0
295971682429382820	29241	0
295971682697818276	29240	0
295971682697818277	29239	0
295971802686304452	29238	0
295971802686304468	29237	0
295971802686369988	29236	0
295971802686370004	29235	0
295971802954805444	29234	0
295971802954805445	29233	0
295971802954805460	29232	0
295971802954805461	29231	0
295971871405781188	29230	0
295971871405781204	29229	0
295971871405846724	29228	0
295971871405846740	29227	0
295971871674282180	29226	0
295971871674282181	29225	0
295971871674282196	29224	0
295971871674282197	29223	0
295973851027786011	62981	0
295973855322753307	62974	0
295973855323801883	62966	0
296165243855712370	29222	0
296165243855712372	29221	0
296165381288145108	29220	0
296165389848703188	29219	0
296165389848703190	29218	0
296165389848948946	29217	0
296165389848948948	29216	0
296171840753293940	29215	0
296171840753293948	29214	0
296171986918339284	70151	0
296171986918469844	70145	0
296171987321508500	29213	0
296171987321508564	29212	0
296174032256160890	29211	0
296174032256160892	29210	0
296174169695106170	29209	0
296174169695106172	29208	0
296174169695106266	29207	0
296174185807755474	29206	0
296174185807755476	29205	0
296176368718361724	29204	0
296176368718361816	29203	0
296176368718754428	29202	0
296176368718754930	29201	0
296176368718754940	29200	0
296176368718755026	29199	0
296200161367052500	41009	0
296200161367052502	41008	0
296200161367086612	41004	0
296200161369149620	41001	0
296200161369149622	41000	0
296200281626171924	42713	0
296200281626171926	42712	0
296200281655521492	68721	0
296200281655523348	68715	0
296200281655523356	68711	0
296200281655523357	68708	0
296200281655523540	68706	0
296200281655531540	68698	0
296200281655531548	68693	0
296200281661812852	68686	0
296200281661814804	68679	0
296200281661814806	68678	0
296200419067203764	102679	0
296200419067203766	102678	0
296200419094466772	102671	0
296200419094485012	102659	0
296200419094485020	92898	1
296200419100758132	96473	0
296200420577521780	36506	0
296200420577521786	36505	0
296200420577521844	36503	0
296200420577521846	36502	0
296200427684384980	92898	1
296200427684419092	99383	0
296200427684419100	92898	1
296200427690676340	99382	0
296200556504060116	42698	0
296200556504060118	42697	0
296200556533420244	40995	0
296200556533428436	40992	0
296200556533430292	40989	0
296200556533430300	40988	0
296200556533430484	40986	0
296200558010314932	96222	0
296200558010314964	96200	0
296200558014378100	61019	0
296200558014378196	61010	0
296200558014378198	61002	0
296200565123338452	40983	0
296200565123363028	40980	0
296200565123364372	40977	0
296200565123364380	40976	0
296200565123364564	40974	0
296200573683912916	42694	0
296200573683912918	42693	0
296200573683917012	42690	0
296200573683921108	42687	0
296200573683921110	42686	0
296200574655148212	92898	1
296200574655148244	98986	0
296200574657245332	98967	0
296200574657245396	98934	0
296200574657245400	92898	1
296200574657376404	98912	0
296200574657376406	98908	0
296200574657376468	98893	0
296200574657376470	98878	0
296200574657384596	98869	0
296200574657384598	98863	0
296200574657384660	98850	0
296200574657384662	98831	0
296202360254650548	29198	0
296202360254650550	29197	0
296202360254650580	29196	0
296202360254650582	29195	0
296202360254716084	29194	0
296202360254716086	29193	0
296202360390211092	70140	0
296202480649296404	75287	0
296202480649296406	75284	0
296202480678647828	95070	0
296202480678647836	92898	1
296202480678647837	94965	0
296202480678648020	94964	0
296202480678656020	94956	0
296202480678656028	94943	0
296202480684939284	94920	0
296202480684939286	94918	0
296202618117609492	84216	0
296202618117609500	84215	0
296202626542262900	29192	0
296202626542262908	29191	0
296202626707543572	84200	0
296202626707543580	84199	0
296202755556554772	70137	0
296202755556554780	70136	0
296202755556554964	70134	0
296202764146488852	70131	0
296202764146488860	70130	0
296202764146489044	70128	0
296202773647086228	98816	0
296202773647086230	92898	1
296202773647086292	98809	0
296202773647086294	92898	1
296209215193780340	29190	0
296209369642719444	29189	0
296209369642719446	29188	0
296209370750267540	29187	0
296209370750267604	29186	0
296211551481936084	29185	0
296211553088746108	42683	0
296211553088746198	42681	0
296211553088746620	42678	0
296211553088746710	42676	0
296211560071846612	29184	0
296211560071870100	29183	0
296211560071870108	29182	0
296211560071870164	29181	0
296235466025513176	100827	0
296235466025515036	92898	1
296235466025515037	99678	0
296235466025523228	92898	1
296235466033901656	100077	0
296235466033903636	92898	1
296235466033903637	100045	0
296235466033903638	100044	0
296235603464458456	100037	0
296235603464476700	92898	1
296235603472846936	100014	0
296235604941222106	31982	0
296235604949610586	29180	0
296235604949610676	29179	0
296235604949610677	29178	0
296235604949610678	29177	0
296235604983165106	100003	0
296235604983165110	92898	1
296235612054410776	99980	0
296235612054410780	92898	1
296235612461478068	85085	0
296235612461478100	85080	0
296235612461480660	85064	1
296235612461519028	85069	0
296235612465672340	29176	0
296235612465672356	29175	0
296235612465672372	29174	0
296235612465672376	29173	0
296235740903411928	88456	0
296235740903420120	88452	0
296235740903421980	88449	0
296235740903813330	88443	0
296235742380175578	29172	0
296235742380208346	29171	0
296235742380209370	29170	0
296235742380306616	29169	0
296235742380306648	29168	0
296235742386467028	29167	0
296235742386467029	29166	0
296235742386467030	29165	0
296235742420021458	88431	0
296235742420021462	88427	0
296235749493354712	40961	0
296235749493356056	40958	0
296235749493356060	40957	0
296235749493356248	40955	0
296235749900431540	29164	0
296235749900431572	29163	0
296235749900434132	29162	0
296235749900464340	29161	0
296235749901480148	29160	0
296235749902528660	29159	0
296235749902528724	29158	0
296235749902528728	29157	0
296235749902531284	29156	0
296235749902531288	29155	0
296235750028390616	40952	0
296235750028391128	40949	0
296235754196447444	29154	0
296235754197496020	29153	0
296235754197496024	29152	0
296235758490366132	29151	0
296235758490366164	29150	0
296235758490368180	29149	0
296235758490368212	29148	0
296235758492463252	29147	0
296235758492463316	29146	0
296235758492463320	29145	0
296235758492465364	29144	0
296235758492594324	29143	0
296235758492594326	29142	0
296235758492594388	29141	0
296235758492594390	29140	0
296237665048639516	76776	0
296237665048639517	76771	0
296237665048647708	76760	0
296237665057028116	76751	0
296237665057028117	76750	0
296237665057028118	76748	0
296237802487601180	101515	0
296237804006420662	92898	1
296237810914351708	29139	0
296237811077535256	101415	0
296237811077535260	101384	0
296237811451181780	69258	0
296237811451220660	69266	0
296237811451222588	69262	0
296237939926546460	101341	0
296237941369909978	29138	0
296237941369910234	29137	0
296237941369910490	29136	0
296237941443277014	101311	0
296237948516480536	101301	0
296237948516480540	92898	1
296237948516480728	98115	0
296237948890135252	29135	0
296237948890165972	29134	0
296237948892232404	29133	0
296237948892232408	29132	0
296237957480069300	29131	0
296237957480069332	29130	0
296237957482166484	29129	0
296246737460834908	29128	0
296246737460835030	29127	0
296246737460835542	29126	0
296246737462539480	29125	0
296246737462932690	29124	0
296246737495962840	29123	0
296246737496487120	29122	0
296246737524798166	29121	0
296246737525813430	29120	0
296246737525813462	29119	0
296246737525846230	29118	0
296246737525846742	29117	0
296246744441861788	29116	0
296246744441861848	29115	0
296246744976896668	29114	0
296246744976896728	29113	0
296253346382491860	29112	0
296253346382557396	29111	0
296253346383540436	29110	0
296253346383605972	29109	0
296253346650992852	29108	0
296253346650992853	29107	0
296253346652041428	29106	0
296253346652041429	29105	0
296253350678507732	29104	0
296253350678573268	29103	0
296253350947008724	29102	0
296253350947008725	29101	0
296270530077675732	37202	0
296270530077675736	37201	0
296270530077677588	37198	0
296270530077677780	37196	0
296270530077710356	37192	0
296270530079772852	39198	0
296270530079772856	39197	0
296270530079774740	39194	0
296270530079774746	39193	0
296270530079774900	39191	0
296270796367745204	42673	0
296270796367745208	42672	0
296270796367747604	42669	0
296270796367747608	42668	0
296270796837761140	29100	0
296270796837761146	29099	0
296270796837761204	29098	0
296270796837761208	29097	0
296270796837763700	29096	0
296270933804601556	42665	0
296270933804601560	42664	0
296270933804603924	42661	0
296270933804603928	42660	0
296270933804604116	42658	0
296270933804604120	42657	0
296270934270685364	96310	0
296270934270685396	96294	0
296270934274617460	29095	0
296270934274617556	29094	0
296270934274617560	29093	0
296270934274620020	29092	0
296270934274620116	29091	0
296270934274620120	29090	0
296270942394536148	42654	0
296270942394536152	42653	0
296270942394538004	42650	0
296270942394538196	42648	0
296270942394544340	42645	0
296270942394544344	42644	0
296270942394929362	42641	0
296270942394929364	42640	0
296270942864552052	29089	0
296270942864552148	29088	0
296270942864552152	29087	0
296270942864554196	29086	0
296270942864617684	29085	0
296270942864683124	29084	0
296270942864683220	29083	0
296270942864683222	29082	0
296270943133053140	29081	0
296270943133053141	29080	0
296270943133118676	29079	0
296270943133118677	29078	0
296270943395262682	34732	0
296270943401422936	29077	0
296270943401423060	29076	0
296270943401423064	29075	0
296270943401554132	29074	0
296270943401554133	29073	0
296270943401554134	29072	0
296270943401562324	29071	0
296270943401562326	29070	0
296270943418339542	29069	0
296270943434723542	42637	0
296270943434723544	42636	0
296270943434977490	42633	0
296270943434977496	42632	0
296270943435108562	42629	0
296270943435108566	42628	0
296270943435116754	42625	0
296270943435116758	42624	0
296270943435117270	42621	0
296272729100802068	75227	0
296272729100802260	75216	0
296272729100834836	75206	0
296272729102899220	65125	0
296272729102899226	65122	0
296272729102899380	65117	0
296272986692442748	29068	0
296272995390872084	75273	0
296272995390872088	75270	0
296272995827464820	29067	0
296273132827728404	75267	0
296273132827728408	75266	0
296273132827728596	75264	0
296273132827728600	75263	0
296273133264321140	29066	0
296273133264321236	29065	0
296273133264321240	29064	0
296273141417662484	75260	0
296273141417662676	75258	0
296273141418184916	75192	0
296273141854255316	29063	0
296273142391263956	29062	0
296273142391263958	29061	0
296273142457848534	99118	0
296273142457848536	92898	1
296273142458233048	92898	1
296273142458364118	98537	0
296273142458372310	98522	0
296273142458372816	98515	0
296273142458372822	92898	1
296277393336851060	29060	0
296277393907137140	29059	0
296277530773707380	29058	0
296277530773707476	29057	0
296277530773707480	29056	0
296277531343993460	29055	0
296277531343993556	29054	0
296277531343993560	29053	0
296277539363641556	29052	0
296277539933927636	29051	0
296277539934449780	29050	0
296277539934449876	29049	0
296277540429386458	39187	0
296277540437775060	29048	0
296277540471320788	29047	0
296277540471328980	29046	0
296277540493349594	39183	0
296277540494389466	92898	1
296277540494397658	98455	0
296277540494398170	92898	1
296277540504359640	29045	0
296277540504490200	29044	0
296277540504875218	29043	0
296277540504883410	29042	0
296277540504883920	29041	0
296481756632234004	39176	0
296481756632234012	39175	0
296481756632234013	39174	0
296481756632238100	39170	0
296481756632238109	39169	0
296481756649015316	38262	0
296481756649015325	38261	0
296481825368492052	38257	0
296481825368492061	38256	0
296481825368492308	38253	0
296481825368492317	38252	0
296481825369540884	38248	0
296481825369540893	38247	0
296481829664508180	38243	0
296481829664508189	38242	0
296483835231361204	29040	0
296483835231361206	29039	0
296483835231426740	29038	0
296483835231426742	29037	0
296483835231426756	29036	0
296483835231426758	29035	0
296483839526394052	29034	0
296483839526394054	29033	0
296483839527442628	29032	0
296483839527442630	29031	0
296483839527442884	29030	0
296483839527442886	29029	0
296483908246919620	29028	0
296483908246919622	29027	0
296483908246919623	29026	0
296483908246923716	29025	0
296483908246923719	29024	0
296483955655358484	65112	0
296483955655358492	65108	0
296483955655358493	65104	0
296483955655362580	65101	0
296483955655362589	65097	0
296483955672139796	62959	0
296483955672139805	62955	0
296484024391616532	62952	0
296484024391616541	62948	0
296484024391616788	62945	0
296484024391616797	62941	0
296484024392665364	62938	0
296484024392665373	62934	0
296484028687632660	62931	0
296484028687632669	62925	0
296499421850552596	38238	0
296499421850552597	38237	0
296499421850552605	38236	0
296501500432964036	29023	0
296501500432964039	29022	0
296501500432968132	29021	0
296501500432968133	29020	0
296501500432968135	29019	0
296501620873677076	62922	0
296501620873677077	62921	0
296501620873677085	62915	0
