state,rank,phase,component_size,component_period
"3,10,7,2,13,8,1,12,5,0,11,6,3,10,7",92898,0,4848,2
"3,10,7,2,13,8,1,12,9,4,11,6,3,0,7",92898,0,4848,2
"3,10,7,4,1,8,13,0,9,12,5,2,11,6,3",84366,0,14,14
"3,10,7,4,1,8,13,2,9,12,5,0,11,6,3",64448,1,14,14
"3,10,7,4,1,12,5,0,13,10,7,2,9,6,3",92898,0,4848,2
"3,10,7,4,1,12,5,0,13,10,7,2,11,6,3",92898,0,4848,2
"3,10,7,4,1,12,5,2,13,10,7,0,11,8,5",92898,0,4848,2
"3,10,7,4,11,0,5,12,1,8,13,2,9,6,3",79966,1,14,14
"3,10,7,4,11,8,1,12,9,2,13,6,3,0,7",92898,0,4848,2
"3,10,7,4,11,8,5,2,13,6,1,12,9,0,3",98497,1,14,14
"3,10,7,4,13,6,1,12,9,2,11,8,3,0,7",92898,0,4848,2
"3,10,7,4,13,6,1,12,9,2,11,8,5,0,7",92898,0,4848,2
"3,10,7,4,13,8,5,2,11,6,1,12,9,0,3",88957,1,14,14
"3,10,13,2,5,8,1,4,7,10,13,6,9,12,1",92898,0,4848,2
"3,10,13,2,7,0,5,8,11,4,9,12,1,6,13",92898,0,4848,2
"3,10,13,2,7,0,5,8,11,4,9,12,3,0,13",92898,0,4848,2
"3,10,13,2,7,0,5,8,11,4,9,12,3,6,13",92898,0,4848,2
"3,10,13,2,9,12,5,0,11,4,7,2,9,6,13",92898,0,4848,2
"3,10,13,2,9,12,5,8,11,4,7,0,3,6,13",92898,0,4848,2
"3,10,13,2,11,8,1,4,7,0,13,6,9,12,5",92898,0,4848,2
"3,10,13,4,1,12,7,0,11,8,5,2,9,6,3",85064,0,14,14
"3,10,13,4,1,12,7,2,11,8,5,0,9,6,3",69258,1,14,14
"3,10,13,4,7,0,5,8,11,2,9,12,1,6,13",92898,0,4848,2
"3,10,13,4,7,0,5,8,11,2,9,12,3,6,13",92898,0,4848,2
"3,10,13,4,7,12,5,8,11,2,9,0,3,6,13",92898,0,4848,2
"3,10,13,4,9,0,5,8,1,12,7,2,11,6,3",83352,1,14,14
"3,10,13,6,1,12,5,0,3,10,7,2,9,12,5",92898,0,4848,2
"3,10,13,6,1,12,5,0,3,10,7,2,11,8,5",92898,0,4848,2
"3,10,13,6,1,12,7,0,3,10,5,2,9,12,7",92898,0,4848,2
"3,10,13,6,9,12,5,8,1,4,7,0,3,10,13",92898,0,4848,2
"3,10,13,8,1,12,5,0,3,10,7,2,9,6,13",92898,0,4848,2
"3,10,13,8,1,12,5,0,3,10,7,2,9,12,5",92898,0,4848,2
"3,10,13,8,1,12,5,0,3,10,7,2,11,6,13",92898,0,4848,2
"3,10,13,8,1,12,7,0,3,10,5,2,9,6,13",92898,0,4848,2
"3,10,13,8,1,12,7,0,3,10,5,2,9,12,7",92898,0,4848,2
"3,10,13,8,1,12,7,0,3,10,5,2,11,6,13",92898,0,4848,2
"3,12,1,10,5,0,9,6,3,12,7,2,11,0,9",92898,0,4848,2
"3,12,1,10,5,0,9,6,3,12,7,2,13,8,1",92898,0,4848,2
"3,12,5,0,11,6,1,10,7,2,13,8,3,12,5",92898,0,4848,2
"3,12,5,0,11,6,1,10,7,4,13,8,3,12,1",92898,0,4848,2
"3,12,5,0,11,8,1,10,7,2,13,6,3,12,5",92898,0,4848,2
"3,12,5,0,11,8,1,10,7,2,13,6,3,12,9",92898,0,4848,2
"3,12,5,0,11,8,1,10,7,4,13,6,3,12,9",92898,0,4848,2
"3,12,5,0,13,6,1,10,7,2,11,8,3,12,5",92898,0,4848,2
"3,12,5,0,13,6,1,10,7,2,11,8,13,4,9",92898,0,4848,2
"3,12,5,0,13,8,1,10,7,2,11,6,3,12,5",92898,0,4848,2
"3,12,5,0,13,8,1,10,7,4,11,6,3,12,9",92898,0,4848,2
"3,12,5,2,11,6,1,10,7,0,13,8,3,12,5",90874,1,12,12
"3,12,5,2,11,6,9,0,13,8,1,4,11,6,3",92898,0,4848,2
"3,12,5,2,11,8,1,10,7,0,13,6,3,12,5",92898,0,4848,2
"3,12,5,2,11,8,1,10,7,4,13,6,3,0,9",92898,0,4848,2
"3,12,5,2,11,8,1,10,7,4,13,6,3,12,9",92898,0,4848,2
"3,12,5,2,13,6,1,10,7,0,11,8,3,12,5",90777,1,12,12
"3,12,5,2,13,6,9,0,11,8,1,4,13,6,3",92898,0,4848,2
"3,12,5,2,13,8,1,10,7,0,11,6,3,12,5",92898,0,4848,2
"3,12,5,2,13,8,1,10,7,0,11,6,3,12,9",92898,0,4848,2
"3,12,5,2,13,8,1,10,7,4,11,6,3,0,9",92898,0,4848,2
"3,12,5,2,13,8,1,10,7,4,11,6,3,12,9",92898,0,4848,2
"3,12,5,2,13,10,7,0,11,6,1,4,13,8,3",92898,0,4848,2
"3,12,5,2,13,10,7,0,11,8,5,2,9,6,3",92898,0,4848,2
"3,12,5,2,13,10,7,0,11,8,5,2,13,6,3",92898,0,4848,2
"3,12,5,8,1,10,7,0,3,12,5,2,11,6,9",92898,0,4848,2
"3,12,5,8,1,10,7,0,3,12,5,2,13,6,9",92898,0,4848,2
"3,12,5,8,1,10,7,0,3,12,5,2,13,10,7",92898,0,4848,2
"3,12,7,0,11,6,1,10,5,2,13,8,3,12,7",92898,0,4848,2
"3,12,7,0,11,8,1,10,5,2,13,6,3,12,7",85015,1,12,12
"3,12,7,0,13,6,1,10,5,2,11,8,3,12,7",84454,1,12,12
"3,12,7,0,13,6,9,2,5,10,1,4,11,8,3",60140,1,14,14
"3,12,7,0,13,8,1,4,9,2,5,10,13,6,11",92898,0,4848,2
"3,12,7,0,13,8,1,10,5,2,11,6,3,12,7",92898,0,4848,2
"3,12,7,0,13,10,1,4,9,2,5,8,13,6,11",92898,0,4848,2
"3,12,7,2,5,0,9,4,13,10,7,2,11,6,1",92898,0,4848,2
"3,12,7,2,9,0,5,10,13,4,11,8,3,0,7",92898,0,4848,2
"3,12,7,2,11,0,9,4,13,8,5,2,11,6,1",92898,0,4848,2
"3,12,7,2,11,0,9,4,13,8,5,2,11,6,3",92898,0,4848,2
"3,12,7,2,11,6,1,4,9,0,13,8,11,6,3",92898,0,4848,2
"3,12,7,2,11,6,1,10,5,0,9,4,13,8,3",92898,0,4848,2
"3,12,7,2,11,6,1,10,5,0,13,8,3,12,7",92898,0,4848,2
"3,12,7,2,11,8,1,4,9,0,5,10,13,6,3",97942,0,14,14
"3,12,7,2,11,8,1,10,5,0,13,6,3,12,7",97899,1,12,12
"3,12,7,2,11,8,5,0,9,4,13,2,11,6,1",92898,0,4848,2
"3,12,7,2,13,6,1,10,5,0,9,4,13,8,3",92898,0,4848,2
"3,12,7,2,13,6,1,10,5,0,11,8,3,12,7",92898,0,4848,2
"3,12,7,2,13,6,9,0,5,10,1,4,11,8,3",87938,0,14,14
"3,12,7,2,13,8,1,4,9,0,5,10,13,6,11",92898,0,4848,2
"3,12,7,2,13,8,1,10,5,0,11,6,3,12,7",92898,0,4848,2
"3,12,7,2,13,8,1,10,5,0,11,6,3,12,9",92898,0,4848,2
"3,12,7,2,13,8,5,0,11,6,1,10,13,8,3",92898,0,4848,2
"3,12,7,2,13,10,5,0,9,4,7,2,11,6,1",92898,0,4848,2
"3,12,7,2,13,10,5,0,9,4,7,2,13,6,1",92898,0,4848,2
"3,12,7,4,1,10,5,0,9,12,7,2,11,6,3",92898,0,4848,2
"3,12,7,4,1,10,5,0,9,12,7,2,13,6,3",92898,0,4848,2
"3,12,7,4,1,10,5,0,11,8,13,2,9,6,3",92898,0,4848,2
"3,12,7,4,11,0,5,10,1,6,9,2,13,8,3",81900,1,14,14
"3,12,7,4,11,6,9,0,13,8,1,4,11,2,5",92898,0,4848,2
"3,12,7,4,11,6,9,0,13,8,1,4,11,6,3",92898,0,4848,2
"3,12,7,4,11,8,5,2,9,6,1,10,13,0,3",87834,1,14,14
"3,12,7,10,5,0,9,4,1,12,7,2,11,6,9",92898,0,4848,2
"3,12,7,10,5,0,9,4,1,12,7,2,13,8,3",92898,0,4848,2
"3,12,9,2,5,10,1,6,11,0,7,4,13,8,3",82929,1,14,14
"3,12,9,2,5,10,1,6,13,0,7,4,11,8,3",74951,1,14,14
"3,12,9,2,11,8,5,0,7,4,1,10,3,12,9",92898,0,4848,2
"3,12,9,2,11,8,5,0,7,4,13,10,3,12,9",92898,0,4848,2
"3,12,9,2,13,8,1,4,7,0,11,6,13,10,5",92898,0,4848,2
"3,12,9,2,13,8,5,0,7,4,1,10,3,12,9",92898,0,4848,2
"3,12,9,4,1,8,5,0,11,6,13,10,7,2,9",92898,0,4848,2
"3,12,9,4,1,10,7,0,11,8,5,2,13,6,3",92898,0,4848,2
"3,12,9,4,1,10,7,0,13,8,5,2,11,6,3",84311,0,14,14
"3,12,9,4,1,10,7,2,11,8,5,0,13,6,3",98837,1,14,14
"3,12,9,4,1,10,7,2,13,8,5,0,11,6,3",64372,1,14,14
"3,12,9,4,7,10,5,0,11,2,13,8,3,6,9",92898,0,4848,2
"3,12,9,4,11,8,5,0,7,2,13,10,3,12,9",92898,0,4848,2
"3,12,9,6,1,8,5,0,11,4,13,10,7,2,9",92898,0,4848,2
"3,12,9,6,1,8,5,2,11,4,13,10,7,0,9",92898,0,4848,2
"3,12,9,6,1,10,5,0,3,12,7,2,11,8,5",92898,0,4848,2
"3,12,9,6,1,10,5,0,3,12,7,2,13,8,5",92898,0,4848,2
"3,12,9,6,1,10,5,0,3,12,7,2,13,10,5",92898,0,4848,2
"3,12,9,6,1,10,7,0,3,12,5,2,13,10,7",92898,0,4848,2
"3,12,9,6,13,0,7,4,1,10,5,2,11,8,3",84242,1,14,14
"3,12,9,6,13,8,5,0,11,4,1,10,7,2,9",92898,0,4848,2
"3,12,9,6,13,8,5,2,11,4,1,10,7,0,9",92898,0,4848,2
"4,1,6,11,0,7,10,13,2,5,12,3,0,7,10",92898,1,4848,2
"4,1,6,11,2,7,10,13,4,9,0,5,2,7,12",92898,1,4848,2
"4,1,6,11,2,7,12,3,8,13,0,5,10,1,6",92898,1,4848,2
"4,1,6,11,2,7,12,9,4,13,0,5,2,7,10",92898,1,4848,2
"4,1,6,13,0,7,12,9,2,5,10,3,0,7,12",92898,1,4848,2
"4,1,8,3,0,9,6,13,10,5,2,11,4,1,8",92898,1,4848,2
"4,1,8,3,0,9,6,13,10,5,2,11,4,1,12",92898,1,4848,2
"4,1,8,3,0,11,6,13,10,5,2,9,4,1,8",92898,1,4848,2
"4,1,8,3,0,11,6,13,10,5,2,9,4,1,12",92898,1,4848,2
"4,1,8,3,0,11,6,13,10,5,8,3,0,7,2",92898,1,4848,2
"4,1,8,3,0,11,6,13,10,7,2,9,4,1,12",92898,1,4848,2
"4,1,8,3,0,13,10,5,12,9,6,3,0,7,4",92898,1,4848,2
"4,1,8,3,6,13,10,5,12,1,8,3,0,7,10",92898,1,4848,2
"4,1,8,5,0,11,6,13,10,7,2,9,4,1,12",92898,1,4848,2
"4,1,8,5,2,9,6,13,10,7,0,11,4,1,12",92898,1,4848,2
"4,1,8,5,2,13,10,3,0,11,8,5,12,9,6",92898,1,4848,2
"4,1,8,5,12,9,6,13,10,3,0,11,4,1,8",92898,1,4848,2
"4,1,8,11,0,9,6,13,2,5,12,3,0,7,10",92898,1,4848,2
"4,1,8,11,2,7,10,3,6,9,12,5,0,13,4",74387,1,14,14
"4,1,8,11,2,7,12,3,6,13,10,5,0,9,4",73650,1,14,14
"4,1,8,11,2,13,10,3,6,9,0,7,12,1,4",92898,1,4848,2
"4,1,8,13,0,7,12,3,6,11,2,5,0,9,4",92898,1,4848,2
"4,1,8,13,0,7,12,3,6,11,2,5,10,1,8",92898,1,4848,2
"4,1,8,13,0,9,6,11,2,5,12,3,0,7,10",92898,1,4848,2
"4,1,8,13,0,9,6,11,4,7,12,3,0,9,2",92898,1,4848,2
"4,1,8,13,0,9,12,5,2,11,6,3,10,7,4",84366,1,14,14
"4,1,8,13,0,11,6,3,10,7,2,13,0,5,12",92898,1,4848,2
"4,1,8,13,2,7,10,3,6,9,12,5,0,11,4",74436,1,14,14
"4,1,8,13,2,7,12,3,6,11,0,5,10,1,8",92898,1,4848,2
"4,1,8,13,2,9,6,11,4,7,0,13,2,9,12",92898,1,4848,2
"4,1,8,13,2,9,12,3,6,11,0,5,10,1,8",92898,1,4848,2
"4,1,8,13,2,9,12,3,6,11,0,7,10,1,8",92898,1,4848,2
"4,1,8,13,2,9,12,5,0,11,6,3,10,7,4",64448,0,14,14
"4,1,10,3,0,9,6,13,8,5,2,11,4,1,10",92898,1,4848,2
"4,1,10,3,0,9,6,13,8,5,2,11,4,1,12",92898,1,4848,2
"4,1,10,3,0,11,6,13,8,5,2,9,4,1,10",92898,1,4848,2
"4,1,10,3,0,11,6,13,8,5,2,9,4,1,12",92898,1,4848,2
"4,1,10,3,12,9,6,13,8,5,0,11,4,1,10",92898,1,4848,2
"4,1,10,3,12,9,6,13,8,5,2,11,4,1,10",92898,1,4848,2
"4,1,10,5,0,9,6,13,2,7,12,3,8,11,4",69489,0,14,14
"4,1,10,5,0,9,12,7,2,11,6,3,0,9,4",92898,1,4848,2
"4,1,10,5,0,9,12,7,2,13,6,3,0,11,8",92898,1,4848,2
"4,1,10,5,0,11,8,13,2,9,6,3,0,11,4",92898,1,4848,2
"4,1,10,5,2,9,6,13,0,7,12,3,8,11,4",73628,0,14,14
"4,1,10,5,2,11,8,3,12,9,6,13,0,7,4",84242,0,14,14
"4,1,10,7,0,9,6,3,12,5,2,11,8,1,10",92898,1,4848,2
"4,1,10,7,0,9,6,3,12,5,2,13,8,1,10",92898,1,4848,2
"4,1,10,7,0,11,6,3,12,5,2,13,8,1,10",92898,1,4848,2
"4,1,10,7,0,11,8,5,2,13,6,3,0,11,8",92898,1,4848,2
"4,1,10,7,0,11,8,5,2,13,6,3,12,9,4",92898,1,4848,2
"4,1,10,7,0,13,8,5,2,11,6,3,12,9,4",84311,1,14,14
"4,1,10,7,2,9,6,3,12,5,0,11,8,1,10",92898,1,4848,2
"4,1,10,7,2,9,6,3,12,5,0,13,8,1,10",92898,1,4848,2
"4,1,10,7,2,11,8,5,0,13,6,3,12,9,4",98837,0,14,14
"4,1,10,7,2,13,6,3,12,5,0,11,8,1,10",92898,1,4848,2
"4,1,10,7,2,13,8,3,12,5,0,11,6,1,10",92898,1,4848,2
"4,1,10,7,2,13,8,5,0,11,6,3,12,9,4",64372,0,14,14
"4,1,10,13,0,7,12,3,6,11,2,5,0,9,4",92898,1,4848,2
"4,1,10,13,0,7,12,5,8,11,2,9,0,3,6",92898,1,4848,2
"4,1,12,5,0,11,6,3,10,7,2,13,8,1,12",92898,1,4848,2
"4,1,12,5,0,11,8,3,10,7,2,5,0,13,4",92898,1,4848,2
"4,1,12,5,0,11,8,3,10,7,2,13,6,1,12",92898,1,4848,2
"4,1,12,5,0,13,10,7,2,9,6,3,0,11,4",92898,1,4848,2
"4,1,12,5,0,13,10,7,2,11,6,3,0,13,8",92898,1,4848,2
"4,1,12,5,2,9,6,3,10,7,0,11,8,1,12",92898,1,4848,2
"4,1,12,5,2,13,10,7,0,11,8,5,2,9,6",92898,1,4848,2
"4,1,12,5,2,13,10,7,0,11,8,5,2,13,6",92898,1,4848,2
"4,1,12,7,0,9,6,3,10,5,2,11,8,1,12",92898,1,4848,2
"4,1,12,7,0,9,6,3,10,5,2,13,8,1,12",92898,1,4848,2
"4,1,12,7,0,9,6,3,10,13,2,11,8,1,4",92898,1,4848,2
"4,1,12,7,0,11,6,3,10,5,2,13,8,1,12",92898,1,4848,2
"4,1,12,7,0,11,6,9,4,13,8,3,0,11,6",92898,1,4848,2
"4,1,12,7,0,11,8,3,10,5,2,13,6,1,12",92898,1,4848,2
"4,1,12,7,0,11,8,5,2,9,6,3,10,13,4",85064,1,14,14
"4,1,12,7,2,11,6,9,4,13,8,3,0,11,6",92898,1,4848,2
"4,1,12,7,2,11,8,5,0,9,6,3,10,13,4",69258,0,14,14
"4,1,12,7,2,13,8,3,10,5,0,11,6,1,12",92898,1,4848,2
"4,1,12,9,2,13,10,7,4,11,0,5,2,13,8",92898,1,4848,2
"4,1,12,9,2,13,10,7,4,11,6,3,0,13,8",92898,1,4848,2
"4,1,12,9,2,13,10,7,4,11,8,5,2,13,6",92898,1,4848,2
"4,1,12,9,6,13,10,7,4,1,8,3,0,13,10",92898,1,4848,2
"4,1,12,9,6,13,10,7,4,1,8,5,2,13,10",92898,1,4848,2
"4,7,0,3,6,9,12,5,8,11,0,3,10,13,2",92898,1,4848,2
"4,7,0,3,6,9,12,5,10,13,0,3,8,1,4",92898,1,4848,2
"4,7,0,3,6,13,2,9,12,1,8,11,4,7,10",92898,1,4848,2
"4,7,0,3,8,11,2,9,12,1,6,13,4,7,10",92898,1,4848,2
"4,7,0,3,8,11,2,9,12,5,0,13,4,7,2",92898,1,4848,2
"4,7,0,3,10,13,2,9,12,5,0,11,4,7,2",92898,1,4848,2
"4,7,0,3,10,13,2,9,12,5,8,11,4,7,0",92898,1,4848,2
"4,7,0,5,8,11,2,9,12,1,6,13,4,7,10",92898,1,4848,2
"4,7,0,5,8,11,2,9,12,3,6,13,4,7,10",92898,1,4848,2
"4,7,0,5,8,13,2,9,12,3,6,11,4,7,10",92898,1,4848,2
"4,7,0,11,6,1,10,5,2,9,12,3,8,13,4",68285,1,14,14
"4,7,0,11,6,13,10,5,2,9,0,3,8,13,4",92898,1,4848,2
"4,7,0,11,6,13,10,5,2,9,0,3,12,7,4",92898,1,4848,2
"4,7,0,11,8,1,10,13,6,3,12,5,8,1,10",92898,1,4848,2
"4,7,0,13,2,9,12,5,10,7,0,3,8,1,12",92898,1,4848,2
"4,7,0,13,6,1,10,5,2,9,12,3,8,11,4",68349,1,14,14
"4,7,0,13,6,9,12,3,8,11,2,5,10,1,4",80415,1,14,14
"4,7,0,13,6,9,12,5,2,11,0,3,10,7,4",92898,1,4848,2
"4,7,2,9,6,1,10,13,4,11,8,3,0,7,2",92898,1,4848,2
"4,7,2,9,6,13,0,11,4,1,8,3,6,13,10",92898,1,4848,2
"4,7,2,11,6,1,12,9,4,13,8,3,0,7,2",92898,1,4848,2
"4,7,2,11,6,1,12,9,4,13,8,3,6,1,10",92898,1,4848,2
"4,7,2,11,8,1,10,13,6,3,12,5,8,1,10",92898,1,4848,2
"4,7,2,13,6,1,12,9,4,11,8,3,0,7,2",92898,1,4848,2
"4,7,2,13,6,1,12,9,4,11,8,5,0,7,2",92898,1,4848,2
"4,7,10,1,6,11,0,5,12,3,8,13,2,7,10",92898,1,4848,2
"4,7,10,1,6,11,2,13,4,9,0,5,8,11,2",92898,1,4848,2
"4,7,10,1,8,11,0,5,12,3,6,9,2,7,10",92898,1,4848,2
"4,7,10,1,8,11,0,5,12,3,6,13,2,7,10",92898,1,4848,2
"4,7,10,1,8,11,2,5,12,3,6,9,0,7,10",92898,1,4848,2
"4,7,10,1,8,11,2,5,12,3,6,13,0,7,10",92898,1,4848,2
"4,7,10,1,8,13,0,5,12,3,6,9,2,7,10",92898,1,4848,2
"4,7,10,1,8,13,0,5,12,3,6,11,2,7,10",92898,1,4848,2
"4,7,10,1,8,13,2,5,12,3,6,9,0,7,10",92898,1,4848,2
"4,7,10,1,8,13,2,5,12,3,6,11,0,7,10",92898,1,4848,2
"4,7,10,3,0,9,12,1,6,11,2,5,8,13,4",82259,1,14,14
"4,7,10,3,0,9,12,1,6,13,2,5,8,11,4",82611,1,14,14
"4,7,10,3,0,11,2,5,12,9,6,13,0,7,4",92898,1,4848,2
"4,7,10,3,6,9,2,13,8,1,12,5,0,11,4",74444,1,14,14
"4,7,10,3,6,9,12,1,8,11,0,3,6,13,2",92898,1,4848,2
"4,7,10,3,6,9,12,1,8,13,0,3,6,11,2",92898,1,4848,2
"4,7,10,3,6,9,12,1,8,13,0,3,6,11,4",92898,1,4848,2
"4,7,10,3,6,11,0,5,12,9,2,13,8,1,4",92466,0,14,14
"4,7,10,3,6,11,2,5,12,9,0,13,8,1,4",97572,1,14,14
"4,7,10,3,6,13,2,5,12,1,8,11,0,7,10",92898,1,4848,2
"4,7,10,3,8,11,0,5,12,1,6,9,2,7,10",92898,1,4848,2
"4,7,10,3,8,11,0,5,12,1,6,13,2,7,10",92898,1,4848,2
"4,7,10,3,8,11,2,5,12,1,6,9,0,7,10",92898,1,4848,2
"4,7,10,3,8,11,2,5,12,1,6,13,0,7,10",92898,1,4848,2
"4,7,10,5,0,11,2,13,8,3,6,9,4,1,10",92898,1,4848,2
"4,7,10,13,2,9,12,1,4,7,0,3,6,9,12",92898,1,4848,2
"4,7,10,13,6,9,12,1,4,11,0,3,6,9,2",92898,1,4848,2
"4,7,12,1,6,9,0,3,8,11,2,5,10,13,4",91327,0,14,14
"4,7,12,1,6,13,2,5,10,3,8,11,0,7,12",92898,1,4848,2
"4,7,12,1,8,11,2,5,10,3,6,9,0,7,12",92898,1,4848,2
"4,7,12,1,8,11,2,5,10,3,6,13,0,7,12",92898,1,4848,2
"4,7,12,1,8,13,2,5,10,3,6,9,0,7,12",92898,1,4848,2
"4,7,12,1,8,13,2,5,10,3,6,11,0,7,12",92898,1,4848,2
"4,7,12,1,8,13,2,5,10,3,6,11,8,13,0",92898,1,4848,2
"4,7,12,3,0,9,2,5,10,13,6,11,0,7,4",92898,1,4848,2
"4,7,12,3,0,13,10,1,6,9,2,5,8,11,4",83456,1,14,14
"4,7,12,3,6,13,10,1,8,11,0,3,6,13,2",92898,1,4848,2
"4,7,12,3,8,13,2,9,6,1,10,5,0,11,4",73616,1,14,14
"4,7,12,3,8,13,10,1,6,11,0,3,8,13,4",92898,1,4848,2
"4,7,12,3,8,13,10,1,6,11,0,5,8,13,2",92898,1,4848,2
"4,7,12,3,8,13,10,1,6,11,2,5,8,13,4",92898,1,4848,2
"4,7,12,5,8,11,2,9,0,3,6,13,4,7,10",92898,1,4848,2
"4,7,12,5,8,11,2,9,0,3,6,13,4,7,12",92898,1,4848,2
"4,7,12,5,8,13,2,9,0,3,6,11,4,7,10",92898,1,4848,2
"4,7,12,5,8,13,2,9,0,3,6,11,4,7,12",92898,1,4848,2
"4,7,12,5,10,13,2,9,0,3,6,11,4,7,12",92898,1,4848,2
"4,7,12,5,10,13,2,9,0,3,8,11,4,7,12",92898,1,4848,2
"4,9,0,3,6,11,2,7,12,9,0,5,10,1,4",92898,1,4848,2
"4,9,0,3,10,7,2,11,6,1,12,5,8,13,4",89128,0,14,14
"4,9,0,5,2,7,12,3,8,11,0,5,10,1,6",92898,1,4848,2
"4,9,0,5,2,11,6,3,12,7,0,13,8,1,4",92898,1,4848,2
"4,9,0,5,2,11,6,3,12,7,0,13,8,1,10",92898,1,4848,2
"4,9,0,5,2,11,6,3,12,7,0,13,10,1,4",92898,1,4848,2
"4,9,0,5,8,1,12,7,2,11,6,3,10,13,4",83352,0,14,14
"4,9,0,5,8,11,2,7,10,3,0,5,12,1,6",92898,1,4848,2
"4,9,0,5,8,11,2,7,12,3,0,5,10,1,6",92898,1,4848,2
"4,9,0,5,10,1,6,11,2,7,12,3,8,13,0",92898,1,4848,2
"4,9,0,5,10,1,6,11,2,7,12,3,8,13,4",92898,1,4848,2
"4,9,0,5,10,1,6,13,2,7,12,3,8,11,0",92898,1,4848,2
"4,9,0,5,10,7,12,3,8,13,0,5,10,1,6",92898,1,4848,2
"4,9,0,5,10,7,12,3,8,13,2,5,10,1,6",92898,1,4848,2
"4,9,0,5,10,13,2,7,12,3,0,5,10,1,6",92898,1,4848,2
"4,9,0,5,10,13,2,7,12,3,8,5,10,1,6",92898,1,4848,2
"4,9,0,5,10,13,6,3,12,7,2,11,8,1,4",97942,1,14,14
"4,9,0,5,10,13,6,11,2,7,0,3,8,13,4",92898,1,4848,2
"4,9,0,11,2,7,12,3,6,9,0,5,10,1,12",92898,1,4848,2
"4,9,0,13,6,11,2,5,10,3,0,7,12,1,8",92898,1,4848,2
"4,9,0,13,6,11,2,7,10,3,0,5,12,1,8",92898,1,4848,2
"4,9,0,13,8,11,6,3,10,5,2,13,8,1,12",92898,1,4848,2
"4,9,2,5,8,13,6,11,0,3,10,1,4,7,12",92898,1,4848,2
"4,9,2,5,8,13,6,11,0,3,10,1,4,9,12",92898,1,4848,2
"4,9,2,5,10,13,6,11,0,3,8,1,4,7,12",92898,1,4848,2
"4,9,2,5,10,13,6,11,0,3,8,1,4,9,12",92898,1,4848,2
"4,9,2,7,10,13,6,11,0,3,8,1,4,9,12",92898,1,4848,2
"4,9,2,7,10,13,6,11,0,5,8,1,4,9,12",92898,1,4848,2
"4,9,6,3,8,13,2,11,0,5,10,7,4,9,12",92898,1,4848,2
"4,9,6,11,0,7,12,1,4,9,2,5,8,13,6",92898,1,4848,2
"4,9,6,11,0,7,12,1,4,9,2,5,10,13,6",92898,1,4848,2
"4,9,6,11,2,7,12,1,4,9,0,5,10,7,12",92898,1,4848,2
"4,9,6,11,2,7,12,1,4,9,0,5,10,13,6",92898,1,4848,2
"4,9,12,1,6,11,0,5,10,3,8,13,2,7,12",92898,1,4848,2
"4,9,12,1,6,11,2,7,4,9,0,5,10,13,2",92898,1,4848,2
"4,9,12,1,6,13,2,5,10,3,8,11,0,7,12",92898,1,4848,2
"4,9,12,1,6,13,2,7,4,9,0,5,10,13,2",92898,1,4848,2
"4,9,12,1,6,13,2,7,10,3,8,11,0,5,12",92898,1,4848,2
"4,9,12,1,8,13,2,5,10,3,6,11,0,7,12",92898,1,4848,2
"4,9,12,1,8,13,2,5,10,3,6,11,8,13,0",92898,1,4848,2
"4,9,12,1,8,13,2,7,10,3,6,11,0,5,12",92898,1,4848,2
"4,9,12,3,0,13,6,1,8,5,2,11,4,13,10",92898,1,4848,2
"4,9,12,3,0,13,6,1,10,7,2,11,8,13,4",92898,1,4848,2
"4,9,12,3,6,11,0,5,8,13,2,7,10,1,4",82354,0,14,14
"4,9,12,3,6,11,2,5,8,13,0,7,10,1,4",94783,1,14,14
"4,9,12,3,6,13,0,5,8,11,2,7,10,1,4",82832,0,14,14
"4,9,12,3,6,13,2,5,8,11,0,7,10,1,4",92898,1,4848,2
"4,9,12,3,6,13,2,5,8,11,0,7,10,13,2",92898,1,4848,2
"4,9,12,3,6,13,2,7,10,1,8,11,0,5,12",92898,1,4848,2
"4,9,12,3,10,13,2,7,0,5,8,11,4,9,12",92898,1,4848,2
"4,9,12,5,0,11,6,1,10,7,2,13,8,3,12",92898,1,4848,2
"4,9,12,5,0,13,2,7,10,3,6,11,0,13,8",92898,1,4848,2
"4,9,12,5,0,13,6,1,10,7,2,11,8,3,12",92898,1,4848,2
"4,9,12,5,0,13,6,1,10,7,2,11,8,13,4",92898,1,4848,2
"4,9,12,5,2,11,6,1,10,7,0,3,8,13,4",90867,0,14,14
"4,9,12,5,8,13,2,7,0,3,6,11,4,9,12",92898,1,4848,2
"4,9,12,5,10,7,0,3,8,1,12,5,10,13,6",92898,1,4848,2
"4,9,12,5,10,13,2,7,0,3,6,11,4,9,12",92898,1,4848,2
"4,9,12,5,10,13,2,7,0,3,8,5,10,13,6",92898,1,4848,2
"4,9,12,5,10,13,2,7,0,3,8,11,4,9,12",92898,1,4848,2
"4,9,12,7,2,11,6,1,4,9,0,13,8,11,6",92898,1,4848,2
"4,9,12,7,2,11,6,1,10,5,0,13,8,3,12",92898,1,4848,2
"4,11,0,3,6,9,2,5,8,11,0,7,10,13,2",92898,1,4848,2
"4,11,0,3,6,9,2,7,10,13,0,5,12,1,4",92898,1,4848,2
"4,11,0,3,6,9,2,13,8,11,0,5,10,1,4",92898,1,4848,2
"4,11,0,3,8,1,6,9,12,5,10,13,2,7,0",92898,1,4848,2
"4,11,0,3,8,1,6,9,12,5,10,13,4,7,0",92898,1,4848,2
